;$FILEVERSION=1.1
;$STARTTIME=45097.6507000694
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2023-06-20 15-37-00Z\Untitled.ltrc
;
;   Start time: 2023-06-20 15:37:00.486
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
   405)         11293187  SubAL  08  5  08 03 01 08 08           DB  EH 
   406)         11353213  SubAL  03  2  00 FF                    FC  EH 
   407)         11363195  SubAL  08  5  07 03 01 02 07           E3  EH 
   408)         11423195  SubAL  00  2  00 FF                    7F  EH 
   409)         11433210  SubAL  01  2  03 FF                    3B  EH 
   410)         11443196  SubAL  02  2  00 FF                    BD  EH 
   411)         11453194  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   412)         11513194  SubAL  01  2  00 FF                    3E  EH 
   413)         11523198  SubAL  02  2  01 FF                    BC  EH 
   414)         11533192  SubAL  03  2  00 FF                    FC  EH 
   415)         11543200  SubAL  08  5  01 03 01 01 01           F0  EH 
   416)         11603199  SubAL  00  2  00 FF                    7F  EH 
   417)         11613193  SubAL  08  5  08 03 01 08 08           DB  EH 
   418)         11673207  SubAL  03  2  00 FF                    FC  EH 
   419)         11683214  SubAL  08  5  07 03 01 02 07           E3  EH 
   420)         11743210  SubAL  00  2  00 FF                    7F  EH 
   421)         11753211  SubAL  01  2  00 FF                    3E  EH 
   422)         11763212  SubAL  02  2  03 FF                    BA  EH 
   423)         11773206  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   424)         11833209  SubAL  01  2  00 FF                    3E  EH 
   425)         11843214  SubAL  02  2  01 FF                    BC  EH 
   426)         11853211  SubAL  03  2  00 FF                    FC  EH 
   427)         11863215  SubAL  08  5  01 03 01 01 01           F0  EH 
   428)         11923214  SubAL  00  2  00 FF                    7F  EH 
   429)         11933209  SubAL  08  5  08 03 01 08 08           DB  EH 
   430)         11993214  SubAL  03  2  00 FF                    FC  EH 
   431)         12003218  SubAL  08  5  07 03 01 02 07           E3  EH 
   432)         12063217  SubAL  00  2  00 FF                    7F  EH 
   433)         12073214  SubAL  01  2  00 FF                    3E  EH 
   434)         12083222  SubAL  02  2  03 FF                    BA  EH 
   435)         12093212  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   436)         12153219  SubAL  01  2  03 FF                    3B  EH 
   437)         12163220  SubAL  02  2  00 FF                    BD  EH 
   438)         12173214  SubAL  03  2  00 FF                    FC  EH 
   439)         12183225  SubAL  08  5  01 03 01 01 01           F0  EH 
   440)         12243221  SubAL  00  2  00 FF                    7F  EH 
   441)         12253219  SubAL  08  5  08 03 01 08 08           DB  EH 
   442)         12313220  SubAL  03  2  00 FF                    FC  EH 
   443)         12323224  SubAL  08  5  07 03 01 02 07           E3  EH 
   444)         12383227  SubAL  00  2  00 FF                    7F  EH 
   445)         12393221  SubAL  01  2  03 FF                    3B  EH 
   446)         12403225  SubAL  02  2  03 FF                    BA  EH 
   447)         12413219  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   448)         12473222  SubAL  01  2  03 FF                    3B  EH 
   449)         12483230  SubAL  02  2  01 FF                    BC  EH 
   450)         12493220  SubAL  03  2  00 FF                    FC  EH 
   451)         12503228  SubAL  08  5  01 03 01 01 01           F0  EH 
   452)         12563227  SubAL  00  2  00 FF                    7F  EH 
   453)         12573222  SubAL  08  5  08 03 01 08 08           DB  EH 
   454)         12633239  SubAL  03  2  00 FF                    FC  EH 
   455)         12643243  SubAL  08  5  07 03 01 02 07           E3  EH 
   456)         12703242  SubAL  00  2  00 FF                    7F  EH 
   457)         12713239  SubAL  01  2  00 FF                    3E  EH 
   458)         12723244  SubAL  02  2  03 FF                    BA  EH 
   459)         12733244  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   460)         12793241  SubAL  01  2  03 FF                    3B  EH 
   461)         12803245  SubAL  02  2  01 FF                    BC  EH 
   462)         12813239  SubAL  03  2  00 FF                    FC  EH 
   463)         12823247  SubAL  08  5  01 03 01 01 01           F0  EH 
   464)         12883250  SubAL  00  2  00 FF                    7F  EH 
   465)         12893241  SubAL  08  5  08 03 01 08 08           DB  EH 
   466)         12953249  SubAL  03  2  00 FF                    FC  EH 
   467)         12963249  SubAL  08  5  07 03 01 02 07           E3  EH 
   468)         13023249  SubAL  00  2  00 FF                    7F  EH 
   469)         13033246  SubAL  01  2  03 FF                    3B  EH 
   470)         13043250  SubAL  02  2  03 FF                    BA  EH 
   471)         13053247  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   472)         13113248  SubAL  01  2  03 FF                    3B  EH 
   473)         13123252  SubAL  02  2  01 FF                    BC  EH 
   474)         13133245  SubAL  03  2  00 FF                    FC  EH 
   475)         13143253  SubAL  08  5  01 03 01 01 01           F0  EH 
   476)         13203252  SubAL  00  2  00 FF                    7F  EH 
   477)         13213247  SubAL  08  5  08 03 01 08 08           DB  EH 
   478)         13273252  SubAL  03  2  00 FF                    FC  EH 
   479)         13283259  SubAL  08  5  07 03 01 02 07           E3  EH 
   480)         13343255  SubAL  00  2  00 FF                    7F  EH 
   481)         13353256  SubAL  01  2  03 FF                    3B  EH 
   482)         13363257  SubAL  02  2  03 FF                    BA  EH 
   483)         13373250  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   484)         13433254  SubAL  01  2  03 FF                    3B  EH 
   485)         13443258  SubAL  02  2  01 FF                    BC  EH 
   486)         13453255  SubAL  03  2  00 FF                    FC  EH 
   487)         13463260  SubAL  08  5  01 03 01 01 01           F0  EH 
   488)         13523259  SubAL  00  2  00 FF                    7F  EH 
   489)         13533254  SubAL  08  5  08 03 01 08 08           DB  EH 
   490)         13593258  SubAL  03  2  00 FF                    FC  EH 
   491)         13603262  SubAL  08  5  07 03 01 02 07           E3  EH 
   492)         13663269  SubAL  00  2  00 FF                    7F  EH 
   493)         13673266  SubAL  01  2  03 FF                    3B  EH 
   494)         13683274  SubAL  02  2  03 FF                    BA  EH 
   495)         13693264  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   496)         13753271  SubAL  01  2  00 FF                    3E  EH 
   497)         13763272  SubAL  02  2  01 FF                    BC  EH 
   498)         13773265  SubAL  03  2  00 FF                    FC  EH 
   499)         13783277  SubAL  08  5  01 03 01 01 01           F0  EH 
   500)         13843272  SubAL  00  2  00 FF                    7F  EH 
   501)         13853271  SubAL  08  5  08 03 01 08 08           DB  EH 
   502)         13913272  SubAL  03  2  00 FF                    FC  EH 
   503)         13923276  SubAL  08  5  07 03 01 02 07           E3  EH 
   504)         13983279  SubAL  00  2  00 FF                    7F  EH 
   505)         13993272  SubAL  01  2  03 FF                    3B  EH 
   506)         14003277  SubAL  02  2  03 FF                    BA  EH 
   507)         14013270  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   508)         14073274  SubAL  01  2  00 FF                    3E  EH 
   509)         14083282  SubAL  02  2  01 FF                    BC  EH 
   510)         14093272  SubAL  03  2  00 FF                    FC  EH 
   511)         14103280  SubAL  08  5  01 03 01 01 01           F0  EH 
   512)         14163279  SubAL  00  2  00 FF                    7F  EH 
   513)         14173274  SubAL  08  5  08 03 01 08 08           DB  EH 
   514)         14233278  SubAL  03  2  00 FF                    FC  EH 
   515)         14243282  SubAL  08  5  07 03 01 02 07           E3  EH 
   516)         14303282  SubAL  00  2  00 FF                    7F  EH 
   517)         14313279  SubAL  01  2  00 FF                    3E  EH 
   518)         14323284  SubAL  02  2  03 FF                    BA  EH 
   519)         14333277  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   520)         14393281  SubAL  01  2  03 FF                    3B  EH 
   521)         14403285  SubAL  02  2  00 FF                    BD  EH 
   522)         14413279  SubAL  03  2  00 FF                    FC  EH 
   523)         14423287  SubAL  08  5  01 03 01 01 01           F0  EH 
   524)         14483289  SubAL  00  2  00 FF                    7F  EH 
   525)         14493280  SubAL  08  5  08 03 01 08 08           DB  EH 
   526)         14553289  SubAL  03  2  00 FF                    FC  EH 
   527)         14563289  SubAL  08  5  07 03 01 02 07           E3  EH 
   528)         14623129  SubAL  00  2  00 FF                    7F  EH 
   529)         14633127  SubAL  01  2  03 FF                    3B  EH 
   530)         14643131  SubAL  02  2  03 FF                    BA  EH 
   531)         14653124  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   532)         14713146  SubAL  01  2  03 FF                    3B  EH 
   533)         14723133  SubAL  02  2  01 FF                    BC  EH 
   534)         14733133  SubAL  03  2  00 FF                    FC  EH 
   535)         14743134  SubAL  08  5  01 03 01 01 01           F0  EH 
   536)         14803133  SubAL  00  2  00 FF                    7F  EH 
   537)         14813128  SubAL  08  5  08 03 01 08 08           DB  EH 
   538)         14873150  SubAL  03  2  00 FF                    FC  EH 
   539)         14883140  SubAL  08  5  07 03 01 02 07           E3  EH 
   540)         14943136  SubAL  00  2  00 FF                    7F  EH 
   541)         14953137  SubAL  01  2  03 FF                    3B  EH 
   542)         14963138  SubAL  02  2  03 FF                    BA  EH 
   543)         14973131  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   544)         15033135  SubAL  01  2  03 FF                    3B  EH 
   545)         15043139  SubAL  02  2  01 FF                    BC  EH 
   546)         15053136  SubAL  03  2  00 FF                    FC  EH 
   547)         15063141  SubAL  08  5  01 03 01 01 01           F0  EH 
   548)         15123140  SubAL  00  2  00 FF                    7F  EH 
   549)         15133134  SubAL  08  5  08 03 01 08 08           DB  EH 
   550)         15193139  SubAL  03  2  00 FF                    FC  EH 
   551)         15203143  SubAL  08  5  07 03 01 02 07           E3  EH 
   552)         15263143  SubAL  00  2  00 FF                    7F  EH 
   553)         15273140  SubAL  01  2  00 FF                    3E  EH 
   554)         15283148  SubAL  02  2  03 FF                    BA  EH 
   555)         15293138  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   556)         15353145  SubAL  01  2  00 FF                    3E  EH 
   557)         15363146  SubAL  02  2  00 FF                    BD  EH 
   558)         15373139  SubAL  03  2  00 FF                    FC  EH 
   559)         15383151  SubAL  08  5  01 03 01 01 01           F0  EH 
   560)         15443146  SubAL  00  2  00 FF                    7F  EH 
   561)         15453144  SubAL  08  5  08 03 01 08 08           DB  EH 
   562)         15513146  SubAL  03  2  00 FF                    FC  EH 
   563)         15523150  SubAL  08  5  07 03 01 02 07           E3  EH 
   564)         17363208  SubAL  00  2  00 FF                    7F  EH 
   565)         17373201  SubAL  08  5  08 03 01 08 08           DB  EH 
   566)         17433206  SubAL  03  2  00 FF                    FC  EH 
   567)         17443210  SubAL  08  5  07 03 01 02 07           E3  EH 
   568)         17503209  SubAL  00  2  00 FF                    7F  EH 
   569)         17513207  SubAL  01  2  00 FF                    3E  EH 
   570)         17523211  SubAL  02  2  03 FF                    BA  EH 
   571)         17533204  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   572)         17593208  SubAL  01  2  03 FF                    3B  EH 
   573)         17603213  SubAL  02  2  00 FF                    BD  EH 
   574)         17613206  SubAL  03  2  00 FF                    FC  EH 
   575)         17623168  SubAL  08  5  01 03 01 01 01           F0  EH 
   576)         17683171  SubAL  00  2  00 FF                    7F  EH 
   577)         17693162  SubAL  08  5  08 03 01 08 08           DB  EH 
   578)         17753170  SubAL  03  2  00 FF                    FC  EH 
   579)         17823171  SubAL  00  2  00 FF                    7F  EH 
   580)         17833167  SubAL  01  2  03 FF                    3B  EH 
   581)         17843172  SubAL  02  2  03 FF                    BA  EH 
   582)         17853204  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   583)         17913169  SubAL  01  2  01 FF                    3D  EH 
   584)         17923173  SubAL  02  2  00 FF                    BD  EH 
   585)         17933167  SubAL  03  2  00 FF                    FC  EH 
   586)         17943175  SubAL  08  5  01 03 01 01 01           F0  EH 
   587)         18003174  SubAL  00  2  00 FF                    7F  EH 
   588)         18013172  SubAL  08  5  08 03 01 08 08           DB  EH 
   589)         18073173  SubAL  03  2  00 FF                    FC  EH 
   590)         18083181  SubAL  08  5  07 03 01 02 07           E3  EH 
   591)         18143176  SubAL  00  2  00 FF                    7F  EH 
   592)         18153177  SubAL  01  2  00 FF                    3E  EH 
   593)         18163178  SubAL  02  2  03 FF                    BA  EH 
   594)         18173172  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   595)         18233175  SubAL  01  2  01 FF                    3D  EH 
   596)         18243180  SubAL  02  2  00 FF                    BD  EH 
   597)         18253177  SubAL  03  2  00 FF                    FC  EH 
   598)         18263181  SubAL  08  5  01 03 01 01 01           F0  EH 
   599)         18323180  SubAL  00  2  00 FF                    7F  EH 
   600)         18333175  SubAL  08  5  08 03 01 08 08           DB  EH 
   601)         18393180  SubAL  03  2  00 FF                    FC  EH 
   602)         18403184  SubAL  08  5  07 03 01 02 07           E3  EH 
   603)         18463183  SubAL  00  2  00 FF                    7F  EH 
   604)         18473180  SubAL  01  2  03 FF                    3B  EH 
   605)         18483188  SubAL  02  2  00 FF                    BD  EH 
   606)         18493178  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   607)         18553185  SubAL  01  2  03 FF                    3B  EH 
   608)         18563186  SubAL  02  2  00 FF                    BD  EH 
   609)         18573180  SubAL  03  2  00 FF                    FC  EH 
   610)         18583191  SubAL  08  5  01 03 01 01 01           F0  EH 
   611)         18643267  SubAL  00  2  00 FF                    7F  EH 
   612)         18653265  SubAL  08  5  08 03 01 08 08           DB  EH 
   613)         18713266  SubAL  03  2  00 FF                    FC  EH 
   614)         18723270  SubAL  08  5  07 03 01 02 07           E3  EH 
   615)         18783273  SubAL  00  2  00 FF                    7F  EH 
   616)         18793267  SubAL  01  2  03 FF                    3B  EH 
   617)         18803271  SubAL  02  2  03 FF                    BA  EH 
   618)         18813265  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   619)         18873268  SubAL  01  2  00 FF                    3E  EH 
   620)         18883276  SubAL  02  2  00 FF                    BD  EH 
   621)         18893266  SubAL  03  2  00 FF                    FC  EH 
   622)         18903274  SubAL  08  5  01 03 01 01 01           F0  EH 
   623)         18963273  SubAL  00  2  00 FF                    7F  EH 
   624)         18973268  SubAL  08  5  08 03 01 08 08           DB  EH 
   625)         19103278  SubAL  00  2  00 FF                    7F  EH 
   626)         19113273  SubAL  01  2  03 FF                    3B  EH 
   627)         19123278  SubAL  02  2  03 FF                    BA  EH 
   628)         19133271  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   629)         19193275  SubAL  01  2  03 FF                    3B  EH 
   630)         19203279  SubAL  02  2  00 FF                    BD  EH 
   631)         19213273  SubAL  03  2  00 FF                    FC  EH 
   632)         19223299  SubAL  08  5  01 03 01 01 01           F0  EH 
   633)         19283302  SubAL  00  2  00 FF                    7F  EH 
   634)         19293275  SubAL  08  5  08 03 01 08 08           DB  EH 
   635)         19353283  SubAL  03  2  00 FF                    FC  EH 
   636)         19363301  SubAL  08  5  07 03 01 02 07           E3  EH 
   637)         19423302  SubAL  00  2  00 FF                    7F  EH 
   638)         19433280  SubAL  01  2  03 FF                    3B  EH 
   639)         19443302  SubAL  02  2  03 FF                    BA  EH 
   640)         19453281  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   641)         19673185  SubAL  03  2  00 FF                    FC  EH 
   642)         19683209  SubAL  08  5  07 03 01 02 07           E3  EH 
   643)         19743189  SubAL  00  2  00 FF                    7F  EH 
   644)         19753188  SubAL  01  2  03 FF                    3B  EH 
   645)         19763203  SubAL  02  2  00 FF                    BD  EH 
   646)         19773182  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   647)         19833186  SubAL  01  2  01 FF                    3D  EH 
   648)         19843191  SubAL  02  2  01 FF                    BC  EH 
   649)         19853187  SubAL  03  2  00 FF                    FC  EH 
   650)         19863192  SubAL  08  5  01 03 01 01 01           F0  EH 
   651)         19923191  SubAL  00  2  00 FF                    7F  EH 
   652)         19933186  SubAL  08  5  08 03 01 08 08           DB  EH 
   653)         19993190  SubAL  03  2  00 FF                    FC  EH 
   654)         20003194  SubAL  08  5  07 03 01 02 07           E3  EH 
   655)         19993190  SubAL  03  2  00 FF                    FC  EH 
   656)         20173191  SubAL  03  2  00 FF                    FC  EH 
   657)         20243198  SubAL  00  2  00 FF                    7F  EH 
   658)         20253196  SubAL  08  5  08 03 01 08 08           DB  EH 
   659)         20313197  SubAL  03  2  00 FF                    FC  EH 
   660)         20323201  SubAL  08  5  07 03 01 02 07           E3  EH 
   661)         20383204  SubAL  00  2  00 FF                    7F  EH 
   662)         20393198  SubAL  01  2  00 FF                    3E  EH 
   663)         20403202  SubAL  02  2  01 FF                    BC  EH 
   664)         20413196  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   665)         20703250  SubAL  00  2  00 FF                    7F  EH 
   666)         20713246  SubAL  01  2  00 FF                    3E  EH 
   667)         20723251  SubAL  02  2  03 FF                    BA  EH 
   668)         20733251  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   669)         20793248  SubAL  01  2  01 FF                    3D  EH 
   670)         20803252  SubAL  02  2  00 FF                    BD  EH 
   671)         20813246  SubAL  03  2  00 FF                    FC  EH 
   672)         20823254  SubAL  08  5  01 03 01 01 01           F0  EH 
   673)         20883256  SubAL  00  2  00 FF                    7F  EH 
   674)         20893247  SubAL  08  5  08 03 01 08 08           DB  EH 
   675)         20953256  SubAL  03  2  00 FF                    FC  EH 
   676)         20963256  SubAL  08  5  07 03 01 02 07           E3  EH 
   677)         21023255  SubAL  00  2  00 FF                    7F  EH 
   678)         21033253  SubAL  01  2  03 FF                    3B  EH 
   679)         21043257  SubAL  02  2  00 FF                    BD  EH 
   680)         21053254  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   681)         21113254  SubAL  01  2  03 FF                    3B  EH 
   682)         21123259  SubAL  02  2  00 FF                    BD  EH 
   683)         21133252  SubAL  03  2  00 FF                    FC  EH 
   684)         21143260  SubAL  08  5  01 03 01 01 01           F0  EH 
   685)         21203259  SubAL  00  2  00 FF                    7F  EH 
   686)         21213254  SubAL  08  5  08 03 01 08 08           DB  EH 
   687)         21273259  SubAL  03  2  00 FF                    FC  EH 
   688)         21283266  SubAL  08  5  07 03 01 02 07           E3  EH 
   689)         21343262  SubAL  00  2  00 FF                    7F  EH 
   690)         21353263  SubAL  01  2  03 FF                    3B  EH 
   691)         21363264  SubAL  02  2  03 FF                    BA  EH 
   692)         21373257  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   693)         21433261  SubAL  01  2  00 FF                    3E  EH 
   694)         21443265  SubAL  02  2  01 FF                    BC  EH 
   695)         21453287  SubAL  03  2  00 FF                    FC  EH 
   696)         21463267  SubAL  08  5  01 03 01 01 01           F0  EH 
   697)         21523266  SubAL  00  2  00 FF                    7F  EH 
   698)         21533260  SubAL  08  5  08 03 01 08 08           DB  EH 
   699)         21593265  SubAL  03  2  00 FF                    FC  EH 
   700)         21603269  SubAL  08  5  07 03 01 02 07           E3  EH 
   701)         21663408  SubAL  00  2  00 FF                    7F  EH 
   702)         21673405  SubAL  01  2  03 FF                    3B  EH 
   703)         21683413  SubAL  02  2  03 FF                    BA  EH 
   704)         21693403  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   705)         21753410  SubAL  01  2  03 FF                    3B  EH 
   706)         21763411  SubAL  02  2  00 FF                    BD  EH 
   707)         21773418  SubAL  03  2  00 FF                    FC  EH 
   708)         21783416  SubAL  08  5  01 03 01 01 01           F0  EH 
   709)         21843411  SubAL  00  2  00 FF                    7F  EH 
   710)         21853410  SubAL  08  5  08 03 01 08 08           DB  EH 
   711)         21913411  SubAL  03  2  00 FF                    FC  EH 
   712)         21923415  SubAL  08  5  07 03 01 02 07           E3  EH 
   713)         21983418  SubAL  00  2  00 FF                    7F  EH 
   714)         21993411  SubAL  01  2  00 FF                    3E  EH 
   715)         22003416  SubAL  02  2  03 FF                    BA  EH 
   716)         22013409  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   717)         22073413  SubAL  01  2  01 FF                    3D  EH 
   718)         22083421  SubAL  02  2  01 FF                    BC  EH 
   719)         23193320  SubAL  03  2  00 FF                    FC  EH 
   720)         23203323  SubAL  08  5  07 03 01 02 07           E3  EH 
   721)         23263322  SubAL  00  2  00 FF                    7F  EH 
   722)         23273320  SubAL  01  2  03 FF                    3B  EH 
   723)         23283328  SubAL  02  2  03 FF                    BA  EH 
   724)         23293318  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   725)         23353325  SubAL  01  2  01 FF                    3D  EH 
   726)         23363326  SubAL  02  2  01 FF                    BC  EH 
   727)         23373331  SubAL  03  2  00 FF                    FC  EH 
   728)         23383331  SubAL  08  5  01 03 01 01 01           F0  EH 
   729)         23443326  SubAL  00  2  00 FF                    7F  EH 
   730)         23453324  SubAL  08  5  08 03 01 08 08           DB  EH 
   731)         23513326  SubAL  03  2  00 FF                    FC  EH 
   732)         23523329  SubAL  08  5  07 03 01 02 07           E3  EH 
   733)         23583333  SubAL  00  2  00 FF                    7F  EH 
   734)         23593326  SubAL  01  2  01 FF                    3D  EH 
   735)         23603331  SubAL  02  2  03 FF                    BA  EH 
   736)         23613324  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   737)         23673483  SubAL  01  2  01 FF                    3D  EH 
   738)         23683491  SubAL  02  2  01 FF                    BC  EH 
   739)         23693481  SubAL  03  2  00 FF                    FC  EH 
   740)         23703489  SubAL  08  5  01 03 01 01 01           F0  EH 
   741)         24233494  SubAL  01  2  01 FF                    3D  EH 
   742)         24243499  SubAL  02  2  00 FF                    BD  EH 
   743)         24253496  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   744)         24313496  SubAL  01  2  01 FF                    3D  EH 
   745)         24323500  SubAL  02  2  01 FF                    BC  EH 
   746)         24333494  SubAL  03  2  00 FF                    FC  EH 
   747)         24343502  SubAL  08  5  01 03 01 01 01           F0  EH 
   748)         24403501  SubAL  00  2  00 FF                    7F  EH 
   749)         24413495  SubAL  08  5  08 03 01 08 08           DB  EH 
   750)         24473500  SubAL  03  2  00 FF                    FC  EH 
   751)         24483508  SubAL  08  5  07 03 01 02 07           E3  EH 
   752)         24543504  SubAL  00  2  00 FF                    7F  EH 
   753)         24553504  SubAL  01  2  03 FF                    3B  EH 
   754)         24563505  SubAL  02  2  03 FF                    BA  EH 
   755)         24573510  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   756)         24633322  SubAL  01  2  03 FF                    3B  EH 
   757)         24643327  SubAL  02  2  01 FF                    BC  EH 
   758)         24653324  SubAL  03  2  00 FF                    FC  EH 
   759)         24663328  SubAL  08  5  01 03 01 01 01           F0  EH 
   760)         24723328  SubAL  00  2  00 FF                    7F  EH 
   761)         24733329  SubAL  08  5  08 03 01 08 08           DB  EH 
   762)         24793327  SubAL  03  2  00 FF                    FC  EH 
   763)         24803331  SubAL  08  5  07 03 01 02 07           E3  EH 
   764)         24953335  SubAL  01  2  00 FF                    3E  EH 
   765)         24963333  SubAL  02  2  00 FF                    BD  EH 
   766)         24973349  SubAL  03  2  00 FF                    FC  EH 
   767)         24983338  SubAL  08  5  01 03 01 01 01           F0  EH 
   768)         25043334  SubAL  00  2  00 FF                    7F  EH 
   769)         25053332  SubAL  08  5  08 03 01 08 08           DB  EH 
   770)         25113333  SubAL  03  2  00 FF                    FC  EH 
   771)         25123337  SubAL  08  5  07 03 01 02 07           E3  EH 
   772)         25183340  SubAL  00  2  00 FF                    7F  EH 
   773)         25193334  SubAL  01  2  03 FF                    3B  EH 
   774)         25203338  SubAL  02  2  03 FF                    BA  EH 
   775)         25213332  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   776)         25273336  SubAL  01  2  03 FF                    3B  EH 
   777)         25283343  SubAL  02  2  00 FF                    BD  EH 
   778)         25293333  SubAL  03  2  00 FF                    FC  EH 
   779)         25303341  SubAL  08  5  01 03 01 01 01           F0  EH 
   780)         25363340  SubAL  00  2  00 FF                    7F  EH 
   781)         25373369  SubAL  08  5  08 03 01 08 08           DB  EH 
   782)         25433340  SubAL  03  2  00 FF                    FC  EH 
   783)         25443344  SubAL  08  5  07 03 01 02 07           E3  EH 
   784)         25503343  SubAL  00  2  00 FF                    7F  EH 
   785)         25513340  SubAL  01  2  01 FF                    3D  EH 
   786)         25523345  SubAL  02  2  03 FF                    BA  EH 
   787)         25533338  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   788)         25593342  SubAL  01  2  03 FF                    3B  EH 
   789)         25603346  SubAL  02  2  01 FF                    BC  EH 
   790)         25613340  SubAL  03  2  00 FF                    FC  EH 
   791)         25623169  SubAL  08  5  01 03 01 01 01           F0  EH 
   792)         25683172  SubAL  00  2  00 FF                    7F  EH 
   793)         25693163  SubAL  08  5  08 03 01 08 08           DB  EH 
   794)         25753171  SubAL  03  2  00 FF                    FC  EH 
   795)         25763171  SubAL  08  5  07 03 01 02 07           E3  EH 
   796)         25823171  SubAL  00  2  00 FF                    7F  EH 
   797)         25833168  SubAL  01  2  03 FF                    3B  EH 
   798)         25843172  SubAL  02  2  03 FF                    BA  EH 
   799)         25853169  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   800)         25913170  SubAL  01  2  03 FF                    3B  EH 
   801)         25923174  SubAL  02  2  00 FF                    BD  EH 
   802)         25933168  SubAL  03  2  00 FF                    FC  EH 
   803)         25943175  SubAL  08  5  01 03 01 01 01           F0  EH 
   804)         26003175  SubAL  00  2  00 FF                    7F  EH 
   805)         26013169  SubAL  08  5  08 03 01 08 08           DB  EH 
   806)         26073174  SubAL  03  2  00 FF                    FC  EH 
   807)         26083181  SubAL  08  5  07 03 01 02 07           E3  EH 
   808)         26143177  SubAL  00  2  00 FF                    7F  EH 
   809)         26153178  SubAL  01  2  03 FF                    3B  EH 
   810)         26163179  SubAL  02  2  03 FF                    BA  EH 
   811)         26173179  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   812)         26233176  SubAL  01  2  03 FF                    3B  EH 
   813)         26243181  SubAL  02  2  00 FF                    BD  EH 
   814)         26253178  SubAL  03  2  00 FF                    FC  EH 
   815)         26263182  SubAL  08  5  01 03 01 01 01           F0  EH 
   816)         26323181  SubAL  00  2  00 FF                    7F  EH 
   817)         26333176  SubAL  08  5  08 03 01 08 08           DB  EH 
   818)         26393180  SubAL  03  2  00 FF                    FC  EH 
   819)         26403184  SubAL  08  5  07 03 01 02 07           E3  EH 
   820)         26463184  SubAL  00  2  00 FF                    7F  EH 
   821)         26473181  SubAL  01  2  03 FF                    3B  EH 
   822)         26483189  SubAL  02  2  03 FF                    BA  EH 
   823)         26493179  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   824)         26553186  SubAL  01  2  00 FF                    3E  EH 
   825)         26563187  SubAL  02  2  00 FF                    BD  EH 
   826)         26573182  SubAL  03  2  00 FF                    FC  EH 
   827)         26583192  SubAL  08  5  01 03 01 01 01           F0  EH 
   828)         26643564  SubAL  00  2  00 FF                    7F  EH 
   829)         26653562  SubAL  08  5  08 03 01 08 08           DB  EH 
   830)         26713563  SubAL  03  2  00 FF                    FC  EH 
